,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD
0,0.25443024137799003,0.3366066789324997,0,17.8,PAL,ResNet,0.5053940017402503,0.005542368725652162
1,0.4526601299419656,0.5601427988841636,1,17.8,PAL,ResNet,0.5053940017402502,0.008708598294394862
2,0.4515231304409869,0.25156378601780616,2,17.8,PAL,ResNet,0.4587499420561567,0.004600723843537685
3,0.1716572209609413,0.3239525130115839,3,17.8,PAL,ResNet,0.40029740349273424,0.00016490339851583214
4,0.3451383570445432,0.4910848065788528,4,17.8,PAL,ResNet,0.40029740349273435,0.005972578622518899
5,0.34276757796444035,0.3801478156641649,5,17.8,PAL,ResNet,0.40029740349273424,0.009392196340003904
6,0.2239214291974524,0.5535332787893573,6,17.8,PAL,ResNet,0.40029740349273424,0.00858729184103042
7,0.5493609109446426,0.16821400330157615,7,17.8,PAL,ResNet,0.36273673333653045,0.005772503205161378
8,0.2856329242147053,0.2467422267074131,8,17.8,PAL,ResNet,0.3494565723572457,0.0025838948493113636
9,0.40509692128777053,0.5674972657329985,9,17.8,PAL,ResNet,0.3494565723572456,0.0018657201774271038
10,0.16495795993013168,0.5953485086991399,10,17.8,PAL,ResNet,0.34674570639051483,0.008185641076361603
11,0.4325198981080117,0.15770509008334713,11,17.8,PAL,ResNet,0.3316067900876609,0.00038766394806797
12,0.1842936385401036,0.2879677503144084,12,17.8,PAL,ResNet,0.32796011994075913,0.006492295323492238
13,0.5233265634346671,0.24939372139392696,13,17.8,PAL,ResNet,0.32796011994075913,0.005322436544496124
14,0.23301245069567006,0.214517595117517,14,17.8,PAL,ResNet,0.3193617593751856,0.00705233340700766
15,0.27703476541280314,0.3118487347484689,15,17.8,PAL,ResNet,0.3193617593751856,0.002293001136585412
16,0.2392113184194889,0.5709402492898221,16,17.8,PAL,ResNet,0.3193617593751856,0.003513723891805022
17,0.4916104025149373,0.4734332638487882,17,17.8,PAL,ResNet,0.3193617593751856,0.0075826785901290964
18,0.5198353872103918,0.39458435881576615,18,17.8,PAL,ResNet,0.3193617593751856,0.0009124499580465595
19,0.3006188538197698,0.3594899613979353,19,17.8,PAL,ResNet,0.3193617593751856,0.00922646734339011
20,0.5212149949843159,0.5504239969190767,20,17.8,PAL,ResNet,0.3193617593751856,0.006000890570656131
21,0.4346313071964084,0.3662495802312928,21,17.8,PAL,ResNet,0.3193617593751856,0.008003521707579838
22,0.5462487431609966,0.33963228501332154,22,17.8,PAL,ResNet,0.3193617593751856,0.0071228610513807
23,0.442869959132854,0.49009102264559096,23,17.8,PAL,ResNet,0.3193617593751856,5.5117245733591334e-05
24,0.5334188718000441,0.28601210255624954,24,17.8,PAL,ResNet,0.3193617593751856,0.005156314522836309
25,0.15098343745710502,0.4802286893798878,25,17.8,PAL,ResNet,0.311326985794651,0.009923557061277613
26,0.16163115833895314,0.3623699934074214,26,17.8,PAL,ResNet,0.31014532712828513,0.009305820405501956
27,0.4664534867293654,0.2315076472806411,27,17.8,PAL,ResNet,0.31014532712828513,0.005499560944962565
28,0.5016181142303351,0.2535251242077056,28,17.8,PAL,ResNet,0.31014532712828513,0.007670277127542872
29,0.15433160525363934,0.3122366987581572,29,17.8,PAL,ResNet,0.308268375202048,0.007812489844079515
30,0.24728505452492264,0.4904422224986591,30,17.8,PAL,ResNet,0.308268375202048,0.006128049905350113
31,0.5197162984796818,0.5269239027738434,31,17.8,PAL,ResNet,0.3082683752020481,0.0013363012626741967
32,0.18218726362376647,0.5572981202286876,32,17.8,PAL,ResNet,0.3082683752020481,7.018970056967611e-05
33,0.4316505341124873,0.503782162238111,33,17.8,PAL,ResNet,0.3082683752020481,0.008066521244420697
34,0.4103219349313,0.5555748155064197,34,17.8,PAL,ResNet,0.3082683752020481,0.006940826975087632
35,0.4633142264381136,0.5999005646725882,35,17.8,PAL,ResNet,0.3082683752020481,0.0058347513296019594
36,0.3824007612513471,0.4927845808037918,36,17.8,PAL,ResNet,0.3082683752020481,0.005984043345160547
37,0.3938068937917636,0.5096206968819921,37,17.8,PAL,ResNet,0.3082683752020481,0.002576606032652785
38,0.18550152772458087,0.5613353077849716,38,17.8,PAL,ResNet,0.3082683752020481,0.003809147403303228
39,0.35184484063478383,0.5244854141363158,39,17.8,PAL,ResNet,0.3082683752020481,0.005040831629114999
40,0.22729892159169984,0.3845047493625781,40,17.8,PAL,ResNet,0.3082683752020481,0.002857388683579655
41,0.2392706015585256,0.5691388967093352,41,17.8,PAL,ResNet,0.3082683752020481,0.001037373296058155
42,0.5265117942922143,0.5047924328548163,42,17.8,PAL,ResNet,0.3082683752020481,0.004978091391116084
43,0.43912555905298056,0.3843159232913879,43,17.8,PAL,ResNet,0.3082683752020481,0.003097646083401211
44,0.4988964158045531,0.2480040012491292,44,17.8,PAL,ResNet,0.3082683752020481,0.006809863968230887
45,0.3306649173867937,0.5903111707444378,45,17.8,PAL,ResNet,0.3082683752020481,0.0008014559049285708
46,0.4214178268536832,0.3026543561857805,46,17.8,PAL,ResNet,0.3082683752020481,0.007051896135671453
47,0.15757092028266834,0.4058972481187718,47,17.8,PAL,ResNet,0.3082683752020481,0.009277264453478965
48,0.4917813127216653,0.5216141880484361,48,17.8,PAL,ResNet,0.3082683752020481,0.006908320207606025
49,0.5122781895877171,0.37402497607966706,49,17.8,PAL,ResNet,0.3082683752020481,0.008950398928967868
50,0.3652585348551345,0.5870525961231348,50,17.8,PAL,ResNet,0.3082683752020481,0.006905609104656862
51,0.3411760778834755,0.3595147128809091,51,17.8,PAL,ResNet,0.3082683752020481,0.002905445165461522
52,0.550725967943777,0.3004350367222528,52,17.8,PAL,ResNet,0.3082683752020481,0.006134480933037831
53,0.5170194606769398,0.26775024938999725,53,17.8,PAL,ResNet,0.3082683752020481,0.009436193924300092
54,0.4571558038193487,0.5673714686565858,54,17.8,PAL,ResNet,0.3082683752020481,0.009685087145466554
55,0.16084101258599845,0.4146041455116899,55,17.8,PAL,ResNet,0.3082683752020481,0.009304836483474637
56,0.2582453246462705,0.4466440132198399,56,17.8,PAL,ResNet,0.3082683752020481,0.005503738988188488
57,0.3737923473157429,0.4428203927602759,57,17.8,PAL,ResNet,0.3082683752020481,0.00010704921578025273
58,0.5392658383918546,0.4244026482914738,58,17.8,PAL,ResNet,0.3082683752020481,0.004777062686489932
59,0.4199237508641993,0.5136524401311562,59,17.8,PAL,ResNet,0.3082683752020481,0.0024704664959972655
60,0.4813415653848406,0.4335572396859073,60,17.8,PAL,ResNet,0.3082683752020481,0.007217850640315075
61,0.3429713935241652,0.21904661968269448,61,17.8,PAL,ResNet,0.3082683752020481,0.0006093956714632532
62,0.3569632418540658,0.4839459409301156,62,17.8,PAL,ResNet,0.3082683752020481,0.00102654985878594
63,0.3898785464136505,0.15603065228989166,63,17.8,PAL,ResNet,0.30482420277376543,0.006788890728325602
64,0.3708554270138919,0.5341953983930144,64,17.8,PAL,ResNet,0.30482420277376543,0.007089208726949947
65,0.4845409802847162,0.4396939800618326,65,17.8,PAL,ResNet,0.30482420277376543,0.004709603708918041
66,0.4454971132402008,0.36099106619241217,66,17.8,PAL,ResNet,0.30482420277376543,0.00594311350419062
67,0.534290600948497,0.2363617589380149,67,17.8,PAL,ResNet,0.30482420277376543,0.00647896719949252
68,0.2822945340492504,0.2601492915834082,68,17.8,PAL,ResNet,0.30482420277376543,0.006265727292747264
69,0.3643147860224202,0.4651963314529695,69,17.8,PAL,ResNet,0.3048242027737653,0.006064923776351378
70,0.15604765434498855,0.5718413425738365,70,17.8,PAL,ResNet,0.3048242027737653,0.0026964063551829687
71,0.2359989952531971,0.3964981827500211,71,17.8,PAL,ResNet,0.3048242027737653,0.0011776591077438381
72,0.2804453456699641,0.2603990378526764,72,17.8,PAL,ResNet,0.3048242027737653,0.001918835263122909
73,0.4274289336425749,0.4572520895067033,73,17.8,PAL,ResNet,0.30482420277376543,0.00945672875806927
74,0.3152346934171217,0.262241134085873,74,17.8,PAL,ResNet,0.30482420277376543,0.005327388535705249
75,0.368253266775352,0.18510215912036526,75,17.8,PAL,ResNet,0.3041880857446446,0.008198991708408244
76,0.28518271838496634,0.5742529859900625,76,17.8,PAL,ResNet,0.3041880857446446,0.0004647338234037124
77,0.4053974907376355,0.5007559982282324,77,17.8,PAL,ResNet,0.3041880857446446,0.007958266903955593
78,0.3418064430857516,0.29387562540244233,78,17.8,PAL,ResNet,0.3041880857446446,0.0018895393581429677
79,0.3055732147059369,0.3628809661812813,79,17.8,PAL,ResNet,0.3041880857446446,0.0011916829571359067
80,0.1741597968813968,0.4119361379592844,80,17.8,PAL,ResNet,0.3041880857446446,0.006094915297446129
81,0.2734681371866482,0.5207547726185958,81,17.8,PAL,ResNet,0.3041880857446446,0.0046156792846366295
82,0.4232173651573251,0.1760720260482428,82,17.8,PAL,ResNet,0.3041880857446446,0.0017738775339550396
83,0.4706446622838352,0.5400755200943888,83,17.8,PAL,ResNet,0.3041880857446446,0.0015750766392170158
84,0.4237767566391085,0.5235621100165562,84,17.8,PAL,ResNet,0.3041880857446446,0.00926081070766803
85,0.5233293990885961,0.5649557186504168,85,17.8,PAL,ResNet,0.3041880857446446,0.003792731149876054
86,0.25968538406697395,0.41273414909660994,86,17.8,PAL,ResNet,0.3041880857446446,0.004162130230967857
87,0.4330390585402235,0.28559823763319603,87,17.8,PAL,ResNet,0.3041880857446446,0.0005775054620169251
88,0.5149918310698918,0.4278358140287447,88,17.8,PAL,ResNet,0.3041880857446445,0.0017312697413064927
89,0.4120782896430305,0.2367706218650296,89,17.8,PAL,ResNet,0.3041880857446445,0.00031795162668191824
90,0.4786911134709956,0.3816022783499531,90,17.8,PAL,ResNet,0.3041880857446445,0.0013116079822143268
91,0.4835024412796593,0.4104541584857062,91,17.8,PAL,ResNet,0.3041880857446445,0.004647709724684487
92,0.3261312752287715,0.3761395702795025,92,17.8,PAL,ResNet,0.3041880857446446,0.0014331267010489913
