,Architecture,Cost,Energy,Error,Iteration,Method,SD,Total_Cost,Unnamed: 0,Volume
54,ResNet,0.0,0.3577782357252757,0.4977803685719715,54,FlexiBO+GP-Log,0.003287224928773368,231.40000000000006,54.0,0.31674031277989
55,ResNet,0.0,0.2441012341871865,0.42399779967345697,55,FlexiBO+GP-Log,0.007985544314109956,231.40000000000006,55.0,0.31674031277989
56,ResNet,17.8,0.14796851184962787,0.5328287353325858,56,FlexiBO+GP-Log,0.00837048236724277,249.20000000000007,56.0,0.31674031277989
57,ResNet,0.0,0.4404679709625527,0.3618497563750192,57,FlexiBO+GP-Log,0.00124436721407714,249.20000000000007,57.0,0.31674031277989
58,ResNet,0.0,0.2450613462145623,0.5420869964920814,58,FlexiBO+GP-Log,0.004872663201475371,249.20000000000007,58.0,0.31674031277989
59,ResNet,0.0,0.25302602663264057,0.5148231463212796,59,FlexiBO+GP-Log,0.0071607305167214015,249.20000000000007,59.0,0.31674031277989
60,ResNet,17.8,0.20376193685480187,0.3615311648961136,60,FlexiBO+GP-Log,0.005594745329857676,267.00000000000006,60.0,0.31674031277989
61,ResNet,0.0,0.5832217908567692,0.2724471202178885,61,FlexiBO+GP-Log,0.008467511495801728,267.00000000000006,61.0,0.31674031277989
62,ResNet,0.0,0.4445659828388252,0.4672895777080743,62,FlexiBO+GP-Log,0.0020329981203397575,267.00000000000006,62.0,0.31674031277989
63,ResNet,17.8,0.4882466639709074,0.5053931835322247,63,FlexiBO+GP-Log,0.004871552441764473,284.80000000000007,63.0,0.31674031277989
64,ResNet,17.8,0.3358334836394492,0.2341333878161589,64,FlexiBO+GP-Log,0.00017992962835000292,302.6000000000001,64.0,0.3167403127798901
65,ResNet,0.0,0.17387895171478251,0.480252628683007,65,FlexiBO+GP-Log,0.003598825963032261,302.6000000000001,65.0,0.3167403127798901
66,ResNet,0.0,0.5074118069274686,0.3759049074282533,66,FlexiBO+GP-Log,0.0074981767458586574,302.6000000000001,66.0,0.3167403127798901
67,ResNet,0.0,0.14315510836754916,0.5440564844863767,67,FlexiBO+GP-Log,0.0036306772100933404,302.6000000000001,67.0,0.3167403127798901
68,ResNet,17.8,0.4251786810002616,0.1903797173497664,68,FlexiBO+GP-Log,0.004778020820025885,320.4000000000001,68.0,0.3122955528256945
69,ResNet,0.0,0.2547085004715508,0.2790283191339621,69,FlexiBO+GP-Log,0.0058586040154053,320.4000000000001,69.0,0.3122955528256945
70,ResNet,17.8,0.31479906169425154,0.35946413130207355,70,FlexiBO+GP-Log,0.0001322053941024304,338.2000000000001,70.0,0.3122955528256945
71,ResNet,0.0,0.5670248296640981,0.3773702079924324,71,FlexiBO+GP-Log,0.0007068542371952158,338.2000000000001,71.0,0.3122955528256945
72,ResNet,17.8,0.4373743627379588,0.2203966485922369,72,FlexiBO+GP-Log,0.009094864813963066,356.0000000000001,72.0,0.3122955528256945
73,ResNet,0.0,0.24754609351709395,0.4008447900203188,73,FlexiBO+GP-Log,0.0025767056828500845,356.0000000000001,73.0,0.3122955528256945
74,ResNet,0.0,0.296900898373039,0.2522206053237577,74,FlexiBO+GP-Log,0.00803237908902903,356.0000000000001,74.0,0.3122955528256945
75,ResNet,0.0,0.5585173502721544,0.2830500610539977,75,FlexiBO+GP-Log,0.0016159092026575162,356.0000000000001,75.0,0.3122955528256945
76,ResNet,0.0,0.4426228725492353,0.3921624197769302,76,FlexiBO+GP-Log,0.0027390278806978786,356.0000000000001,76.0,0.3122955528256945
77,ResNet,0.0,0.22005107998819445,0.32516837504192586,77,FlexiBO+GP-Log,0.00854390138809729,356.0000000000001,77.0,0.3122955528256945
78,ResNet,0.0,0.4132186580896716,0.2529681982281128,78,FlexiBO+GP-Log,0.006412542278777167,356.0000000000001,78.0,0.3122955528256945
79,ResNet,0.0,0.2538171103710692,0.5004305439167958,79,FlexiBO+GP-Log,0.006334807450653028,356.0000000000001,79.0,0.3122955528256945
80,ResNet,0.0,0.5423905055837401,0.3275939552862019,80,FlexiBO+GP-Log,0.007804491626847003,356.0000000000001,80.0,0.3122955528256945
81,ResNet,0.0,0.5307098038117106,0.1818339752089997,81,FlexiBO+GP-Log,0.0007319899084453662,356.0000000000001,81.0,0.3082851198198795
82,ResNet,0.0,0.3231907444043331,0.20410799384517309,82,FlexiBO+GP-Log,0.004336803861262209,356.0000000000001,82.0,0.3082851198198795
83,ResNet,0.0,0.5005443299579742,0.2372188248765225,83,FlexiBO+GP-Log,0.005487100687698124,356.0000000000001,83.0,0.3082851198198795
84,ResNet,0.0,0.3150425078581057,0.2268368774762353,84,FlexiBO+GP-Log,0.009157696719713991,356.0000000000001,84.0,0.3082851198198795
85,ResNet,0.0,0.5596618912022083,0.3089939285293828,85,FlexiBO+GP-Log,0.0087912634632467,356.0000000000001,85.0,0.3082851198198795
86,ResNet,0.0,0.2312359901063703,0.3203794008385327,86,FlexiBO+GP-Log,0.0011336852417454847,356.0000000000001,86.0,0.3082851198198795
87,ResNet,17.8,0.2789579514353182,0.4429706157717353,87,FlexiBO+GP-Log,0.004115576809309797,373.8000000000001,87.0,0.3082851198198795
88,ResNet,17.8,0.2407573217758368,0.3311351072850449,88,FlexiBO+GP-Log,0.0032784000627633703,391.60000000000014,88.0,0.3082851198198795
89,ResNet,0.0,0.5807453725028937,0.18614771028806354,89,FlexiBO+GP-Log,0.0012558822311411336,391.60000000000014,89.0,0.3082851198198795
90,ResNet,0.0,0.250297164204449,0.17968621455891698,90,FlexiBO+GP-Log,0.0019979422060620033,391.60000000000014,90.0,0.30226195514869825
91,ResNet,0.0,0.3133501684395047,0.4213871799323855,91,FlexiBO+GP-Log,0.0097636977555885,391.60000000000014,91.0,0.30226195514869825
92,ResNet,0.0,0.2890510395643644,0.5458269600046831,92,FlexiBO+GP-Log,0.00972872727265893,391.60000000000014,92.0,0.30226195514869825
93,ResNet,17.8,0.3105725727679062,0.5204677152763107,93,FlexiBO+GP-Log,0.002541617023819676,409.40000000000015,93.0,0.30226195514869825
94,ResNet,17.8,0.4797955758655328,0.5089621587338233,94,FlexiBO+GP-Log,0.005134786240386625,427.20000000000016,94.0,0.30226195514869825
95,ResNet,0.0,0.3752391157139614,0.4679750865050292,95,FlexiBO+GP-Log,0.009309771434729644,427.20000000000016,95.0,0.30226195514869825
96,ResNet,0.0,0.19359975027802886,0.5065047664574797,96,FlexiBO+GP-Log,0.003274466847787939,427.20000000000016,96.0,0.30226195514869825
97,ResNet,17.8,0.2668776668884215,0.4373708454888615,97,FlexiBO+GP-Log,0.005368467839327393,445.00000000000017,97.0,0.30226195514869825
98,ResNet,0.0,0.5935541133636639,0.20991436451615095,98,FlexiBO+GP-Log,0.0021855767716084237,445.00000000000017,98.0,0.30226195514869825
99,ResNet,0.0,0.4719049529316582,0.439296124558346,99,FlexiBO+GP-Log,0.008491180395281808,445.00000000000017,99.0,0.30226195514869825
100,ResNet,0.0,0.1918500791545097,0.3899794359161317,100,FlexiBO+GP-Log,0.0049055625949116655,445.00000000000017,100.0,0.30226195514869825
101,ResNet,0.0,0.4299482539462661,0.17398014038707835,101,FlexiBO+GP-Log,0.001660904068955371,445.00000000000017,101.0,0.2990091976039294
102,ResNet,17.8,0.25345197114032897,0.3264321702437377,102,FlexiBO+GP-Log,0.00984677752695154,462.8000000000002,102.0,0.2990091976039293
103,ResNet,0.0,0.4636793545005723,0.2317785659686383,103,FlexiBO+GP-Log,0.0004064540296829045,462.8000000000002,103.0,0.2990091976039293
104,ResNet,17.8,0.303121372848681,0.16837214907792594,104,FlexiBO+GP-Log,0.008645253850047366,480.6000000000002,104.0,0.2943774247288051
105,ResNet,0.0,0.4033189777847511,0.4095873869497453,105,FlexiBO+GP-Log,0.002281232313896694,480.6000000000002,105.0,0.2943774247288051
106,ResNet,17.8,0.14179879514196167,0.54075429264679,106,FlexiBO+GP-Log,0.009122561306170208,498.4000000000002,106.0,0.2943774247288051
107,ResNet,0.0,0.3582765369056643,0.4530615926234407,107,FlexiBO+GP-Log,0.00995368952348824,498.4000000000002,107.0,0.2943774247288051
108,ResNet,0.0,0.3570865581266678,0.5237095425587583,108,FlexiBO+GP-Log,0.006667641128901265,498.4000000000002,108.0,0.2943774247288051
109,ResNet,0.0,0.17439709614515295,0.3117813738208531,109,FlexiBO+GP-Log,0.004183444123059262,498.4000000000002,109.0,0.2943774247288051
110,ResNet,0.0,0.4688460790304186,0.389098947053928,110,FlexiBO+GP-Log,3.571659584332476e-05,498.4000000000002,110.0,0.2943774247288051
111,ResNet,17.8,0.2895140522825284,0.4180797003633297,111,FlexiBO+GP-Log,0.0014381041101126505,516.2000000000002,111.0,0.2943774247288051
112,ResNet,0.0,0.3733361074379187,0.24829334323335506,112,FlexiBO+GP-Log,0.009825122050175623,516.2000000000002,112.0,0.2943774247288051
113,ResNet,17.8,0.2988489868625276,0.5194415870180363,113,FlexiBO+GP-Log,0.009169420423312041,534.0000000000001,113.0,0.2943774247288051
114,ResNet,17.8,0.15545766284099,0.282533169187073,114,FlexiBO+GP-Log,0.007609229836481426,551.8000000000001,114.0,0.29428050892331004
115,ResNet,17.8,0.4214882333242155,0.39130472983020537,115,FlexiBO+GP-Log,0.009224508628797276,569.6,115.0,0.29428050892331004
116,ResNet,17.8,0.3932854570251621,0.3540087354196451,116,FlexiBO+GP-Log,0.008527210323177091,587.4,116.0,0.29428050892331004
117,ResNet,0.0,0.5601133779398371,0.2368673206499528,117,FlexiBO+GP-Log,0.0007881138091041372,587.4,117.0,0.29428050892331004
118,ResNet,17.8,0.4516928308221376,0.292789041519581,118,FlexiBO+GP-Log,0.0030506232728619177,605.1999999999999,118.0,0.29428050892331004
119,ResNet,17.8,0.3866600727623535,0.3357903712014716,119,FlexiBO+GP-Log,0.00014997435520376802,622.9999999999999,119.0,0.29428050892331004
120,ResNet,17.8,0.2363844556671725,0.3939492507223229,120,FlexiBO+GP-Log,0.002967079990568305,640.7999999999998,120.0,0.29428050892331004
121,ResNet,0.0,0.4625445234099928,0.43799922623980986,121,FlexiBO+GP-Log,0.005275078110276111,640.7999999999998,121.0,0.29428050892331004
122,ResNet,0.0,0.4834100195326279,0.5539466526249882,122,FlexiBO+GP-Log,0.002222228045515296,640.7999999999998,122.0,0.29428050892331004
123,ResNet,0.0,0.2877950906704269,0.2828060444101477,123,FlexiBO+GP-Log,0.005792474662291769,640.7999999999998,123.0,0.29428050892331004
124,ResNet,17.8,0.29075982920905463,0.19763535701730608,124,FlexiBO+GP-Log,0.0007433585026782285,658.5999999999998,124.0,0.29428050892331004
125,ResNet,17.8,0.3491877906058436,0.2966594932906944,125,FlexiBO+GP-Log,0.0051479779824200435,676.3999999999997,125.0,0.2942805089233099
126,ResNet,0.0,0.278845155979587,0.5248023632889895,126,FlexiBO+GP-Log,0.00270667850242717,676.3999999999997,126.0,0.2942805089233099
127,ResNet,17.8,0.2808735503172925,0.3432594880203226,127,FlexiBO+GP-Log,0.004388408871348079,694.1999999999997,127.0,0.29428050892331004
128,ResNet,17.8,0.3985722791879436,0.2483580737403554,128,FlexiBO+GP-Log,0.00768282112981178,711.9999999999997,128.0,0.29428050892331004
129,ResNet,0.0,0.2688784954782601,0.5077108949915009,129,FlexiBO+GP-Log,0.00419618877624215,711.9999999999997,129.0,0.29428050892331004
130,ResNet,17.8,0.3197046177350191,0.3825056877555459,130,FlexiBO+GP-Log,0.0023171931111994203,729.7999999999996,130.0,0.29428050892331004
131,ResNet,17.8,0.5225985916214217,0.2032736756485723,131,FlexiBO+GP-Log,0.008630360308836021,747.5999999999996,131.0,0.29428050892331004
132,ResNet,0.0,0.3999869964915882,0.20420910365706346,132,FlexiBO+GP-Log,0.005725738038159661,747.5999999999996,132.0,0.29428050892331004
133,ResNet,0.0,0.1939260086282616,0.3494950569848096,133,FlexiBO+GP-Log,0.0044673618461262355,747.5999999999996,133.0,0.29428050892331004
134,ResNet,17.8,0.5502870079744064,0.3537823727466439,134,FlexiBO+GP-Log,0.001971290019028416,765.3999999999995,134.0,0.29428050892331004
135,ResNet,17.8,0.2434873685694257,0.5489744519080753,135,FlexiBO+GP-Log,0.003739110829130256,783.1999999999995,135.0,0.29428050892331004
136,ResNet,17.8,0.3667096437695462,0.2206242792230817,136,FlexiBO+GP-Log,0.006351224091484279,800.9999999999994,136.0,0.29428050892331004
137,ResNet,17.8,0.20475739047229585,0.4636042489527306,137,FlexiBO+GP-Log,0.009067055476406351,818.7999999999994,137.0,0.29428050892331004
138,ResNet,0.0,0.4461713096652313,0.4709256441859856,138,FlexiBO+GP-Log,0.0075377526359051905,818.7999999999994,138.0,0.29428050892331004
139,ResNet,17.8,0.20935335499669386,0.27290405147147706,139,FlexiBO+GP-Log,0.009953822505248214,836.5999999999993,139.0,0.29428050892331004
140,ResNet,0.0,0.2630368954719807,0.5181972773273993,140,FlexiBO+GP-Log,0.008571053905466952,836.5999999999993,140.0,0.29428050892331004
141,ResNet,0.0,0.3148390279328537,0.3222262316353188,141,FlexiBO+GP-Log,0.006802294738196138,836.5999999999993,141.0,0.29428050892331004
142,ResNet,0.0,0.5298942866668432,0.2420834168175777,142,FlexiBO+GP-Log,0.009231515938678677,836.5999999999993,142.0,0.2942805089233099
143,ResNet,0.0,0.2028867796348689,0.3198278675864836,143,FlexiBO+GP-Log,0.00042245493737284916,836.5999999999993,143.0,0.2942805089233099
144,ResNet,17.8,0.4739130175216457,0.5445692197317991,144,FlexiBO+GP-Log,0.006929099634998636,854.3999999999993,144.0,0.2942805089233099
145,ResNet,17.8,0.2997432946581514,0.5002562396996058,145,FlexiBO+GP-Log,0.00752311006022408,872.1999999999992,145.0,0.2942805089233099
146,ResNet,0.0,0.3374274898059793,0.4135306437368952,146,FlexiBO+GP-Log,0.0014801301862856953,872.1999999999992,146.0,0.2942805089233099
147,ResNet,0.0,0.16143453075594966,0.4619683868284396,147,FlexiBO+GP-Log,0.005478075567807047,872.1999999999992,147.0,0.2942805089233099
148,ResNet,0.0,0.4259591711595099,0.4331399384851519,148,FlexiBO+GP-Log,0.005249176181294015,872.1999999999992,148.0,0.2942805089233099
149,ResNet,0.0,0.43160641208557343,0.34044476629424275,149,FlexiBO+GP-Log,0.00956302332034972,872.1999999999992,149.0,0.29428050892331004
150,ResNet,0.0,0.2006557209966988,0.31781582749695514,150,FlexiBO+GP-Log,0.0022776232395887498,872.1999999999992,150.0,0.29428050892331004
151,ResNet,17.8,0.44630997265466615,0.4999609242280429,151,FlexiBO+GP-Log,0.003290683702465762,889.9999999999992,151.0,0.29428050892331004
152,ResNet,0.0,0.5656435773098218,0.3280913997475285,152,FlexiBO+GP-Log,0.009114256837646013,889.9999999999992,152.0,0.29428050892331004
153,ResNet,0.0,0.5394628356670226,0.4811746844386418,153,FlexiBO+GP-Log,0.007093772212161425,889.9999999999992,153.0,0.29428050892331004
154,ResNet,17.8,0.14381019838127984,0.3557248552647645,154,FlexiBO+GP-Log,0.004385451885282732,907.7999999999992,154.0,0.29428050892331004
155,ResNet,0.0,0.23251355967756399,0.196862145589165,155,FlexiBO+GP-Log,0.005603319739873312,907.7999999999992,155.0,0.2941907180144274
156,ResNet,0.0,0.1585712369011094,0.4549055587227676,156,FlexiBO+GP-Log,0.006096368540071993,907.7999999999992,156.0,0.2941907180144274
157,ResNet,17.8,0.16500727013133726,0.2720273793318053,157,FlexiBO+GP-Log,0.005845382162454065,925.5999999999991,157.0,0.2941907180144274
158,ResNet,17.8,0.3320665199407492,0.25874915061228376,158,FlexiBO+GP-Log,0.009158600168200694,943.3999999999991,158.0,0.2941907180144273
159,ResNet,0.0,0.13782555712045402,0.30897701407518496,159,FlexiBO+GP-Log,0.001289745378620104,943.3999999999991,159.0,0.29143184339900485
160,ResNet,0.0,0.4560267705543769,0.3428384187312672,160,FlexiBO+GP-Log,0.008790460364550952,943.3999999999991,160.0,0.29143184339900485
161,ResNet,0.0,0.5855565486325174,0.19253406495931932,161,FlexiBO+GP-Log,0.0012918674223633053,943.3999999999991,161.0,0.29143184339900485
162,ResNet,0.0,0.20331100641759547,0.2360315359755684,162,FlexiBO+GP-Log,0.002739412319161918,943.3999999999991,162.0,0.29143184339900485
163,ResNet,0.0,0.23908319094114275,0.5130972837398302,163,FlexiBO+GP-Log,0.005659002382604789,943.3999999999991,163.0,0.29143184339900485
164,ResNet,0.0,0.2332692661188774,0.3664543731972157,164,FlexiBO+GP-Log,0.006360753297606906,943.3999999999991,164.0,0.29143184339900485
165,ResNet,0.0,0.3459696611084103,0.1898484149982501,165,FlexiBO+GP-Log,0.006171744863610135,943.3999999999991,165.0,0.29143184339900485
166,ResNet,0.0,0.4128478486638542,0.3715037282578266,166,FlexiBO+GP-Log,0.0048516391234421155,943.3999999999991,166.0,0.29143184339900485
167,ResNet,0.0,0.5360145345699765,0.2481505712087817,167,FlexiBO+GP-Log,0.008783252081221759,943.3999999999991,167.0,0.29143184339900496
168,ResNet,17.8,0.5929637927675065,0.21012407007510187,168,FlexiBO+GP-Log,0.0069256692115278115,961.199999999999,168.0,0.29143184339900496
169,ResNet,0.0,0.4469764170137944,0.3813424085587846,169,FlexiBO+GP-Log,0.008056141955559298,961.199999999999,169.0,0.29143184339900496
170,ResNet,0.0,0.5373442027109706,0.4225925087144781,170,FlexiBO+GP-Log,0.007027594540346911,961.199999999999,170.0,0.29143184339900496
171,ResNet,0.0,0.4136752510989589,0.4159942068401222,171,FlexiBO+GP-Log,0.006019798348253406,961.199999999999,171.0,0.29143184339900496
172,ResNet,0.0,0.33827425009739004,0.16737940554478198,172,FlexiBO+GP-Log,0.006517094026585755,961.199999999999,172.0,0.2907749194400746
173,ResNet,17.8,0.21992293409313407,0.4815435907682177,173,FlexiBO+GP-Log,0.007849034488208102,978.999999999999,173.0,0.2907749194400746
174,ResNet,0.0,0.1975468175577112,0.5075061971183034,174,FlexiBO+GP-Log,0.00030941023234501766,978.999999999999,174.0,0.2907749194400746
175,ResNet,17.8,0.4433626793420177,0.2210295357943932,175,FlexiBO+GP-Log,0.00018952898203937864,996.7999999999989,175.0,0.2907749194400746
176,ResNet,0.0,0.559559655922635,0.3930559471990889,176,FlexiBO+GP-Log,0.002750656232427178,996.7999999999989,176.0,0.2907749194400746
177,ResNet,17.8,0.3503521908335056,0.26182044506426905,177,FlexiBO+GP-Log,0.004327577539138485,1014.5999999999989,177.0,0.2907749194400746
178,ResNet,17.8,0.2911740876330524,0.4293916127204961,178,FlexiBO+GP-Log,0.007026553187183978,1032.399999999999,178.0,0.2907749194400746
179,ResNet,0.0,0.485163877879174,0.19793000546453504,179,FlexiBO+GP-Log,0.0017243212616333235,1032.399999999999,179.0,0.2907749194400746
180,ResNet,0.0,0.18354912443623603,0.2959630904034446,180,FlexiBO+GP-Log,0.0037756958449387335,1032.399999999999,180.0,0.2907749194400746
181,ResNet,0.0,0.2391509240408298,0.5002242779401616,181,FlexiBO+GP-Log,0.007143780956557043,1032.399999999999,181.0,0.2907749194400746
182,ResNet,0.0,0.5825545658139625,0.21402143572966786,182,FlexiBO+GP-Log,0.0018825521595339054,1032.399999999999,182.0,0.2907749194400746
183,ResNet,17.8,0.17301856137676805,0.5214835501053826,183,FlexiBO+GP-Log,0.008015432047659652,1050.199999999999,183.0,0.2907749194400746
184,ResNet,0.0,0.5449364155051755,0.4044501893902129,184,FlexiBO+GP-Log,0.008973973624223001,1050.199999999999,184.0,0.2907749194400746
185,ResNet,17.8,0.2269467003205367,0.3012396020515969,185,FlexiBO+GP-Log,0.007614592025891136,1067.9999999999989,185.0,0.2907749194400746
186,ResNet,0.0,0.5558598261413032,0.2273108541174479,186,FlexiBO+GP-Log,0.0014607779240860086,1067.9999999999989,186.0,0.2907749194400746
187,ResNet,0.0,0.4943308472380271,0.19258246496833487,187,FlexiBO+GP-Log,0.001399380465433957,1067.9999999999989,187.0,0.2907749194400744
188,ResNet,0.0,0.4114355830458849,0.16912456563182748,188,FlexiBO+GP-Log,0.00026265645414221494,1067.9999999999989,188.0,0.2907749194400744
