,core0_status,core1_status,core2_status,core3_status,core_freq,gpu_freq,emc_freq,inference_time,energy_consumption,temperature
61,1,0,1,1,499200,675750000,665600000,0.6185181140899658,25762.0,39400.0
62,1,0,1,1,1267200,943500000,1062400000,0.26256704330444336,39831.0,39656.25
63,1,1,1,0,652800,408000000,665600000,0.7923979759216309,26758.0,39625.0
64,1,1,0,0,1267200,1211250000,68000000,3.3271889686584477,11700.0,39750.0
65,1,0,1,0,1113600,1122000000,40800000,28.61981701850891,31896.0,40000.0
66,1,1,1,1,1881600,1122000000,408000000,0.3963918685913086,12651.0,39833.333333333336
67,1,0,0,0,2035200,943500000,1331200000,0.1887068748474121,17714.0,40750.0
68,1,1,0,0,1267200,1300500000,408000000,0.4631521701812744,27975.0,40166.66666666666
69,1,1,0,0,960000,229500000,800000000,1.0237851142883299,43063.0,40071.42857142857
70,1,0,1,1,1881600,497250000,800000000,0.3348379135131836,48855.0,40187.5
71,1,1,1,1,1267200,854250000,68000000,2.974900960922241,10941.0,39800.0
72,1,0,0,1,499200,675750000,1331200000,0.8677139282226562,40775.0,40038.46153846154
73,1,1,1,0,345600,408000000,408000000,1.283100128173828,25161.0,39861.11111111112
74,1,0,1,0,652800,229500000,68000000,3.49183988571167,13076.0,39583.333333333336
75,1,0,0,1,1728000,497250000,1062400000,0.3834350109100342,52209.0,39795.454545454544
76,1,1,1,0,499200,229500000,665600000,0.6986129283905029,29347.0,39805.55555555556
77,1,0,1,1,806400,497250000,68000000,3.28849196434021,13457.0,39500.0
78,1,0,1,1,2035200,675750000,1062400000,0.28986096382141113,38968.0,39843.75
79,1,1,0,1,1574400,1032750000,204000000,1.0398509502410889,16008.0,39650.0
80,1,1,1,1,960000,1032750000,408000000,0.6393520832061768,22224.0,39625.0
81,1,1,1,1,1113600,675750000,1600000000,0.26683807373046875,33649.0,39843.75
82,1,0,1,0,1881600,140250000,68000000,3.483726024627685,14030.0,39500.0
83,1,0,0,1,1881600,408000000,1062400000,0.3671631813049317,45234.0,39821.42857142857
84,1,1,0,0,499200,943500000,665600000,1.2252340316772459,39064.0,39600.0
85,1,1,1,0,1574400,854250000,800000000,0.3931479454040527,40051.0,39812.5
86,1,1,1,0,960000,675750000,1600000000,0.38465285301208496,44547.0,39928.57142857143
87,1,0,1,1,2035200,140250000,800000000,0.6305491924285889,49234.0,40156.25
88,1,0,0,0,960000,943500000,800000000,0.5033140182495117,41499.0,40025.0
89,1,0,1,0,1574400,586500000,1600000000,0.2805328369140625,60112.0,40250.0
90,1,1,1,1,499200,229500000,1866000000,0.6070640087127686,46437.0,40464.28571428572
91,1,1,0,1,2035200,675750000,665600000,0.3626928329467773,39899.0,40416.66666666666
92,1,1,0,1,1113600,318750000,1331200000,0.3999309539794922,46835.0,40350.0
93,1,1,0,1,1267200,408000000,102000000,1.945686101913452,17117.0,40000.0
94,1,0,0,0,806400,1032750000,408000000,1.1290419101715088,28313.0,40208.333333333336
95,1,1,1,1,1574400,765000000,1331200000,0.2586948871612549,30526.0,40550.0
96,1,1,0,1,1574400,1300500000,204000000,1.1718158721923828,19706.0,40416.66666666666
97,1,0,1,0,1420800,943500000,1331200000,0.5847799777984619,34107.0,40375.0
98,1,0,0,0,1574400,497250000,1062400000,0.3523209095001221,26024.0,40400.0
99,1,0,0,1,1881600,408000000,1866000000,0.21665191650390625,68645.0,40954.545454545456
100,1,1,1,0,2035200,1300500000,408000000,0.3886680603027344,31247.0,40850.0
101,1,0,1,1,1420800,1032750000,40800000,26.43675899505615,28504.0,40464.28571428572
102,1,0,0,1,652800,1032750000,1866000000,0.4800610542297363,37098.0,41142.857142857145
103,1,0,0,1,1728000,765000000,1866000000,0.2166309356689453,14126.0,41062.5
104,1,1,0,0,960000,765000000,1866000000,0.3770010471343994,47539.0,41000.0
105,1,1,0,1,345600,497250000,68000000,2.897608995437622,13190.0,40250.0
106,1,1,1,1,1113600,854250000,665600000,0.4800369739532471,31444.0,40218.75
107,1,1,1,0,499200,408000000,665600000,0.7595109939575195,33272.0,40200.0
108,1,0,0,0,2035200,1211250000,40800000,28.163753986358643,29344.0,40666.66666666666
109,1,0,1,1,1113600,140250000,1600000000,0.6178040504455566,37106.0,40750.0
110,1,1,1,0,1113600,1032750000,68000000,3.1470000743865967,14103.0,40375.0
111,1,0,1,0,1267200,408000000,1331200000,0.33296895027160645,51521.0,40409.09090909091
112,1,1,1,0,499200,1211250000,800000000,0.970688819885254,30988.0,40541.66666666666
113,1,0,0,0,1267200,586500000,68000000,3.1741878986358643,13954.0,40083.333333333336
114,1,0,0,0,2035200,765000000,40800000,27.74558901786804,29961.0,39906.25
115,1,1,0,1,1728000,497250000,40800000,26.650967121124268,30264.0,39571.42857142857
116,1,1,0,0,1113600,229500000,1600000000,0.4704930782318115,46414.0,39659.09090909091
117,1,1,0,1,2035200,318750000,1062400000,0.2973110675811768,32154.0,39916.66666666666
118,1,0,1,0,1267200,497250000,1866000000,0.3213779926300049,30436.0,40200.0
119,1,1,1,0,499200,586500000,1866000000,0.708111047744751,42439.0,40222.22222222222
120,1,0,1,1,1420800,854250000,102000000,1.7848739624023438,18145.0,39812.5
121,1,1,1,0,345600,1122000000,408000000,1.1424560546875,37229.0,39750.0
122,1,0,0,1,499200,765000000,1062400000,0.7387728691101074,42604.0,39825.0
123,1,0,0,0,1113600,229500000,204000000,1.351973056793213,18031.0,39785.71428571428
124,1,0,1,0,1728000,408000000,1062400000,0.3811271190643311,35170.0,40166.66666666666
125,1,0,1,1,1881600,586500000,68000000,3.269195079803467,11018.0,39687.5
126,1,1,0,0,1881600,140250000,665600000,0.6502280235290527,40813.0,39825.0
127,1,1,0,1,1574400,675750000,1331200000,0.3103799819946289,28504.0,40083.333333333336
128,1,0,1,0,652800,229500000,1866000000,0.5231969356536865,56452.0,40305.55555555556
129,1,1,1,1,806400,943500000,1600000000,0.3814399242401123,46530.0,40437.5
130,1,1,1,0,345600,586500000,204000000,1.4483561515808103,17537.0,39812.5
131,1,0,0,0,2035200,318750000,665600000,0.486997127532959,47560.0,40166.66666666666
132,1,0,1,1,345600,1032750000,1866000000,0.7635159492492676,50506.0,40687.5
133,1,0,1,0,652800,586500000,1600000000,0.4672820568084717,50339.0,40527.77777777778
134,1,0,1,0,652800,854250000,204000000,1.1276919841766355,18297.0,40150.0
135,1,1,0,0,1574400,140250000,1331200000,0.6238479614257812,52920.0,40450.0
136,1,1,0,1,1113600,408000000,68000000,3.055220127105713,13649.0,39916.66666666666
137,1,1,1,0,2035200,765000000,665600000,0.2571020126342773,37919.0,40093.75
138,1,0,1,0,960000,1211250000,800000000,0.5803627967834473,39059.0,40416.66666666666
139,1,1,1,1,1574400,675750000,1600000000,0.22786784172058105,39518.0,40450.0
140,1,0,1,1,1728000,586500000,204000000,0.8910930156707764,14561.0,40000.0
141,1,1,1,1,652800,229500000,1600000000,0.567425012588501,37308.0,40250.0
142,1,1,0,0,960000,765000000,40800000,25.444548845291138,28823.0,39750.0
143,1,0,1,1,806400,943500000,204000000,1.2226967811584473,19096.0,39416.66666666666
144,1,0,1,1,499200,408000000,204000000,1.238767147064209,14334.0,39312.5
145,1,1,1,0,1574400,1211250000,1331200000,0.2595820426940918,32383.0,39909.09090909091
146,1,1,0,0,1881600,1032750000,1866000000,0.3314790725708008,35525.0,40850.0
147,1,1,0,1,345600,318750000,800000000,1.193498134613037,27862.0,39625.0
148,1,1,0,0,499200,229500000,1600000000,0.6717259883880615,34565.0,39964.28571428572
149,1,1,0,1,1881600,229500000,408000000,0.582287073135376,27557.0,39800.0
150,1,0,1,0,1267200,943500000,665600000,0.6307861804962158,34490.0,39791.66666666666
151,1,1,0,1,345600,943500000,665600000,1.2085239887237549,26304.0,39607.142857142855
152,1,1,0,1,1728000,140250000,204000000,1.2532248497009275,14751.0,39583.333333333336
153,1,1,1,0,1728000,140250000,40800000,26.57423186302185,29011.0,39428.57142857143
154,1,0,1,1,806400,497250000,1866000000,0.3981330394744873,55160.0,39650.0
155,1,0,1,1,2035200,229500000,68000000,3.3832929134368896,12423.0,39187.5
156,1,0,0,1,1574400,854250000,665600000,0.3776748180389404,39708.0,39361.11111111112
157,1,0,0,1,1113600,1300500000,800000000,0.7219691276550293,32925.0,39785.71428571428
158,1,1,1,0,345600,140250000,40800000,26.0090389251709,19786.0,38714.28571428572
159,1,1,0,0,1113600,408000000,800000000,0.5242340564727783,39670.0,38666.66666666666
160,1,1,1,0,345600,765000000,1600000000,0.9674761295318604,46378.0,38909.09090909091
161,1,0,1,0,960000,765000000,800000000,0.4434359073638916,38374.0,38906.25
162,1,1,1,0,806400,854250000,800000000,0.6246099472045898,32510.0,38875.0
163,1,0,1,1,1113600,765000000,1600000000,0.4623701572418213,30067.0,39250.0
164,1,0,0,1,1113600,1300500000,408000000,0.6253399848937988,24014.0,39208.333333333336
165,1,0,0,0,960000,497250000,1600000000,0.4217560291290283,50981.0,39281.25
166,1,0,1,0,1728000,1122000000,204000000,0.8948800563812256,15437.0,39200.0
167,1,0,1,1,1574400,318750000,1866000000,0.3140220642089844,72109.0,39583.333333333336
168,1,0,0,1,806400,943500000,1331200000,0.5974249839782715,47055.0,39750.0
169,1,0,1,0,1574400,318750000,102000000,1.8123879432678225,14030.0,39125.0
170,1,0,1,0,960000,675750000,204000000,1.1886770725250244,14296.0,39031.25
171,1,1,0,1,1881600,854250000,800000000,0.2815110683441162,34222.0,39375.0
172,1,0,0,0,806400,1211250000,68000000,2.8310189247131348,11434.0,39375.0
173,1,1,1,1,1420800,765000000,1331200000,0.25240206718444824,32353.0,39214.28571428572
174,1,0,0,1,1420800,1032750000,68000000,3.328800916671753,17649.0,39166.66666666666
175,1,1,0,0,499200,1300500000,665600000,0.8561811447143555,32130.0,39222.22222222222
176,1,1,0,0,345600,854250000,1062400000,0.7446730136871338,65321.0,39400.0
177,1,1,1,1,1574400,765000000,665600000,0.3245458602905273,40432.0,39375.0
178,1,1,1,1,1113600,586500000,1331200000,0.3737468719482422,38414.0,39392.857142857145
179,1,1,1,0,1267200,408000000,40800000,25.982878923416138,25503.0,39035.71428571428
180,1,0,1,1,499200,318750000,204000000,1.361124038696289,17384.0,38800.0
181,1,1,1,0,806400,497250000,40800000,27.19488286972046,28363.0,38750.0
182,1,1,1,1,1267200,675750000,102000000,1.7279059886932373,11018.0,38583.333333333336
183,1,1,0,1,1267200,675750000,665600000,0.4312300682067871,32697.0,38694.444444444445
184,1,0,0,1,345600,497250000,204000000,1.2815909385681152,21272.0,38555.55555555556
185,1,1,0,1,1267200,854250000,408000000,0.3759019374847412,26337.0,38714.28571428572
186,1,1,1,1,499200,943500000,1866000000,0.3628292083740233,45223.0,39285.71428571428
187,1,0,1,1,806400,1122000000,68000000,3.2026050090789795,17992.0,39000.0
188,1,1,0,1,499200,140250000,204000000,1.2770309448242188,16851.0,38750.0
189,1,1,1,1,1728000,854250000,1600000000,0.231234073638916,38436.0,39458.333333333336
190,1,1,0,0,960000,586500000,1062400000,0.8287489414215088,43176.0,39000.0
191,1,0,0,1,1420800,765000000,408000000,0.7099950313568115,26452.0,38900.0
192,1,1,0,0,1113600,854250000,40800000,25.397680044174194,28050.0,39027.77777777778
193,1,1,1,0,1420800,140250000,40800000,26.393480062484738,28555.0,38750.0
194,1,1,0,0,1113600,408000000,68000000,3.2245631217956543,13839.0,38583.333333333336
195,1,1,1,1,1420800,140250000,1866000000,0.6698379516601562,61183.0,39392.857142857145
196,1,0,1,1,1881600,229500000,40800000,25.521290063858032,30534.0,38750.0
197,1,1,0,1,806400,943500000,1600000000,0.3232710361480713,49345.0,39000.0
198,1,1,0,1,1267200,497250000,68000000,3.078810930252075,17307.0,38750.0
199,1,0,1,1,960000,675750000,1600000000,0.3109641075134277,45807.0,38964.28571428572
200,1,1,0,1,1113600,318750000,204000000,1.1061670780181885,16468.0,38687.5
201,1,0,0,1,1728000,586500000,800000000,0.3726620674133301,45272.0,39000.0
202,1,1,1,0,1267200,765000000,1600000000,0.25554800033569336,9794.0,39250.0
203,1,1,1,1,1267200,318750000,68000000,3.2257230281829834,13839.0,38666.66666666666
204,1,0,0,1,1113600,497250000,665600000,0.9127750396728516,32509.0,38718.75
205,1,1,1,0,1881600,1032750000,68000000,3.1835629940032963,14981.0,38916.66666666666
206,1,1,0,1,2035200,140250000,1600000000,0.565601110458374,55164.0,39142.857142857145
207,1,1,0,1,1881600,586500000,1600000000,0.2635970115661621,32113.0,39464.28571428572
208,1,0,0,0,1420800,1211250000,1062400000,0.34414100646972656,35326.0,39285.71428571428
209,1,1,1,0,806400,408000000,1331200000,0.6518721580505371,39708.0,39166.66666666666
210,1,1,1,1,960000,229500000,408000000,0.7995331287384033,21197.0,39083.333333333336
211,1,0,0,1,2035200,586500000,68000000,3.50785493850708,14487.0,39083.333333333336
212,1,0,0,0,960000,408000000,408000000,0.9333128929138184,31249.0,38950.0
213,1,0,0,0,806400,765000000,1866000000,0.27632498741149897,26167.0,39625.0
214,1,1,0,0,1113600,943500000,408000000,0.5229549407958984,26037.0,39250.0
215,1,1,1,1,1420800,140250000,204000000,1.228679895401001,14335.0,39000.0
216,1,1,1,1,499200,943500000,102000000,2.051933765411377,14600.0,38916.66666666666
217,1,0,0,0,960000,1032750000,40800000,26.879677057266235,25505.0,39000.0
218,1,0,0,1,1113600,1032750000,102000000,1.7711660861968994,13990.0,38916.66666666666
219,1,0,1,0,1113600,765000000,800000000,0.5538439750671387,28316.0,38850.0
220,1,0,0,1,2035200,1032750000,1331200000,0.1820850372314453,11428.0,39750.0
221,1,1,0,1,345600,1122000000,1866000000,0.5825848579406738,47743.0,39659.09090909091
222,1,0,1,0,2035200,140250000,408000000,0.6990001201629639,25608.0,39375.0
223,1,1,0,0,652800,140250000,1062400000,0.8027219772338867,56368.0,39312.5
224,1,1,1,0,1420800,408000000,1866000000,0.3089230060577393,61754.0,39750.0
225,1,1,1,1,806400,943500000,1331200000,0.5175659656524658,34719.0,39656.25
226,1,1,0,0,1420800,1300500000,800000000,0.5058829784393309,45196.0,39888.88888888888
227,1,0,1,1,806400,497250000,1600000000,0.5296649932861328,41806.0,39666.66666666666
228,1,0,1,1,1881600,497250000,408000000,0.5861389636993408,23976.0,39600.0
229,1,0,1,1,1113600,854250000,1866000000,0.3420579433441162,34512.0,40035.71428571428
230,1,1,0,0,806400,1032750000,1600000000,0.7774338722229004,54418.0,40150.0
231,1,1,0,1,1574400,1032750000,40800000,25.8573739528656,32473.0,39964.28571428572
232,1,1,1,0,806400,1211250000,1062400000,0.4111688137054443,39520.0,39916.66666666666
233,1,1,1,0,2035200,229500000,1600000000,0.3914339542388916,43121.0,40187.5
234,1,0,1,0,1728000,675750000,665600000,0.37365293502807617,39440.0,40071.42857142857
235,1,0,1,0,1574400,497250000,204000000,1.0620551109313965,20161.0,39833.333333333336
236,1,0,0,0,2035200,1300500000,40800000,26.489440202713013,30220.0,40583.333333333336
237,1,0,0,1,1728000,497250000,800000000,0.3903210163116455,37079.0,40343.75
238,1,1,1,0,345600,675750000,68000000,3.408379077911377,9988.0,40000.0
239,1,1,0,0,2035200,408000000,102000000,1.4550259113311768,11244.0,39916.66666666666
240,1,0,1,0,345600,675750000,40800000,25.45280385017395,24284.0,39541.66666666666
241,1,0,1,0,1113600,1122000000,408000000,0.7466590404510498,24888.0,39333.333333333336
242,1,1,0,0,499200,854250000,68000000,2.914128065109253,11397.0,39166.66666666666
243,1,0,0,0,1113600,497250000,800000000,0.7294671535491943,45122.0,39250.0
244,1,1,1,1,1881600,497250000,204000000,0.9877898693084716,15285.0,39300.0
245,1,1,1,1,1728000,497250000,204000000,0.9235911369323729,14869.0,39208.333333333336
246,1,0,1,1,1420800,675750000,204000000,1.1175310611724854,14678.0,39125.0
247,1,1,1,1,1574400,586500000,665600000,0.3349039554595947,34303.0,39187.5
248,1,0,0,1,1728000,497250000,800000000,0.3710770606994629,38185.0,39400.0
249,1,1,0,1,1267200,318750000,204000000,1.0586960315704346,13801.0,39166.66666666666
250,1,1,0,1,652800,586500000,1331200000,0.666813850402832,36660.0,39406.25
251,1,1,1,1,652800,1300500000,204000000,1.1624889373779297,15779.0,39375.0
252,1,0,0,0,499200,765000000,1866000000,0.6470870971679688,49101.0,40050.0
253,1,0,1,1,652800,497250000,665600000,0.6695270538330078,28051.0,39571.42857142857
254,1,0,0,0,1728000,140250000,1062400000,0.7295150756835938,56545.0,39714.28571428572
255,1,1,1,1,1881600,586500000,1600000000,0.29346323013305664,35845.0,39875.0
256,1,0,0,0,806400,1211250000,40800000,25.92483615875244,31022.0,39916.66666666666
257,1,0,0,1,806400,854250000,1062400000,0.8401689529418945,42797.0,39785.71428571428
258,1,0,0,1,806400,408000000,665600000,0.9534950256347656,30805.0,39678.57142857143
259,1,1,1,0,960000,1032750000,102000000,1.9695611000061035,17725.0,39666.66666666666
260,1,0,1,1,1420800,1211250000,665600000,0.3640310764312744,37572.0,39777.77777777778
261,1,1,1,0,1113600,1032750000,1331200000,0.24961495399475095,27704.0,39850.0
262,1,1,0,1,2035200,943500000,68000000,3.0390830039978027,15018.0,39666.66666666666
263,1,1,0,1,806400,943500000,68000000,3.252441883087158,16120.0,39500.0
264,1,1,1,0,806400,854250000,665600000,0.7317800521850586,31864.0,39428.57142857143
265,1,0,0,0,1267200,408000000,68000000,3.138057947158813,10560.0,39250.0
266,1,0,1,0,960000,1122000000,1600000000,0.4452221393585205,55633.0,39590.90909090909
267,1,0,1,1,1728000,229500000,1062400000,0.4532039165496826,55751.0,39714.28571428572
268,1,1,0,0,1420800,675750000,1331200000,0.4980671405792236,28431.0,39750.0
269,1,0,1,1,499200,586500000,408000000,1.2464189529418943,21805.0,39400.0
270,1,1,1,1,1881600,229500000,102000000,2.19898009300232,17688.0,39350.0
271,1,1,0,0,499200,765000000,40800000,26.781304836273193,30758.0,39357.142857142855
272,1,0,0,1,806400,229500000,68000000,3.3104829788208012,16316.0,39166.66666666666
273,1,1,1,0,1574400,943500000,800000000,0.3421628475189209,45120.0,39375.0
274,1,1,1,1,1728000,586500000,408000000,0.4453530311584473,12308.0,39350.0
275,1,0,1,1,1728000,318750000,102000000,1.7590789794921875,17536.0,39166.66666666666
276,1,0,0,1,1420800,1032750000,204000000,0.8994669914245605,11740.0,39250.0
277,1,1,1,1,499200,854250000,40800000,25.66039204597473,22452.0,39000.0
278,1,0,0,0,499200,140250000,1331200000,0.7887639999389648,60300.0,39211.53846153846
279,1,0,1,0,652800,1211250000,1866000000,0.3893659114837647,55191.0,39700.0
280,1,0,1,0,1728000,408000000,1331200000,0.2749419212341309,59783.0,39818.181818181816
281,1,1,1,1,1574400,1211250000,102000000,2.0102519989013667,16388.0,39450.0
282,1,1,0,0,1881600,1032750000,68000000,3.449420928955078,14903.0,39312.5
283,1,1,1,1,652800,1032750000,665600000,0.694911003112793,31218.0,39214.28571428572
284,1,0,0,0,499200,765000000,204000000,1.1444799900054932,18298.0,39125.0
285,1,1,0,0,1574400,1122000000,68000000,3.2247440814971924,15322.0,39250.0
286,1,1,1,0,499200,675750000,408000000,1.2687509059906006,20243.0,38958.333333333336
287,1,0,1,0,1881600,854250000,1600000000,0.20996999740600586,34055.0,39900.0
288,1,0,1,1,499200,1300500000,408000000,1.1401588916778564,27319.0,39375.0
289,1,1,1,0,1113600,765000000,1062400000,0.43906307220458973,37270.0,39400.0
290,1,1,0,1,1881600,497250000,1600000000,0.2206740379333496,32647.0,39714.28571428572
291,1,1,1,1,1267200,140250000,40800000,28.26174306869507,28935.0,38968.75
292,1,1,1,1,652800,586500000,1331200000,0.42493700981140137,31635.0,39250.0
293,1,1,1,0,1267200,408000000,408000000,0.5569610595703125,22112.0,39000.0
294,1,0,0,1,960000,675750000,800000000,0.6586360931396484,37421.0,39166.66666666666
295,1,1,1,0,345600,408000000,665600000,1.1717710494995115,28318.0,39083.333333333336
296,1,0,1,0,652800,765000000,204000000,1.1217639446258545,17765.0,39000.0
297,1,0,0,1,806400,1032750000,40800000,27.24581789970398,27673.0,39250.0
298,1,1,0,0,345600,765000000,800000000,0.8649349212646484,58213.0,39166.66666666666
299,1,1,0,1,1881600,1032750000,68000000,3.10258412361145,15625.0,39300.0
300,1,0,1,1,1881600,586500000,1062400000,0.2563629150390625,40966.0,39250.0
301,1,1,1,1,499200,1300500000,102000000,1.6443529129028318,11892.0,39300.0
302,1,0,1,1,1881600,586500000,102000000,1.9556539058685305,14373.0,39062.5
303,1,0,0,0,806400,854250000,1331200000,0.5100009441375732,49693.0,39285.71428571428
304,1,1,0,0,1113600,1032750000,1866000000,0.36177706718444813,53405.0,39900.0
305,1,1,1,0,2035200,1211250000,800000000,0.2730250358581543,46643.0,39888.88888888888
306,1,1,0,1,1881600,1300500000,1331200000,0.17683696746826172,39656.0,39964.28571428572
307,1,1,1,1,1574400,586500000,1062400000,0.260800838470459,41541.0,40000.0
308,1,1,0,1,806400,1300500000,665600000,0.5905449390411377,31588.0,39785.71428571428
309,1,0,1,1,1574400,943500000,665600000,0.37865400314331055,34258.0,39656.25
310,1,1,1,0,1881600,1211250000,1866000000,0.2377021312713623,42076.0,40750.0
311,1,0,0,1,960000,765000000,68000000,3.2520549297332764,13725.0,39562.5
312,1,1,0,1,1881600,1300500000,1062400000,0.19531011581420896,39021.0,40000.0
313,1,1,1,0,345600,1122000000,800000000,0.8486039638519287,35594.0,39875.0
314,1,0,0,1,345600,497250000,665600000,0.8117868900299072,46150.0,40035.71428571428
315,1,1,1,0,1881600,1032750000,1866000000,0.25743985176086426,38513.0,40625.0
316,1,1,1,0,806400,140250000,1600000000,0.6804699897766113,42720.0,40281.25
317,1,0,1,1,345600,943500000,40800000,26.14907813072205,25390.0,39642.857142857145
318,1,0,0,1,1113600,1122000000,1062400000,0.7438530921936035,37346.0,39678.57142857143
319,1,1,1,1,1267200,1211250000,1600000000,0.26801300048828125,36539.0,39928.57142857143
320,1,1,0,1,960000,229500000,68000000,3.27234411239624,10255.0,39312.5
321,1,0,0,0,1728000,1122000000,40800000,27.719074010849,27554.0,39687.5
322,1,1,1,1,960000,675750000,1866000000,0.4033339023590088,51403.0,39875.0
323,1,1,0,1,806400,1122000000,102000000,2.0352768898010254,13989.0,39500.0
324,1,0,1,1,499200,1032750000,102000000,2.272943019866944,15627.0,39300.0
325,1,1,1,0,2035200,1122000000,408000000,0.4037380218505859,27328.0,39500.0
326,1,1,1,1,806400,1211250000,800000000,0.5327990055084229,31978.0,39562.5
327,1,1,0,0,1574400,1300500000,102000000,1.9719572067260744,18220.0,39625.0
