,model_name,sample,size,system_name,config_name,core0_status,core1_status,core2_status,core3_status,core_freq,gpu_status,gpu_freq,emc_status,emc_freq,inference_time,power_consumption
0,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config0,1,0,0,0,1113600,1,1300500000,1,1062400000,0.22558922237820095,1955.5555555555557
1,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config1,1,0,0,0,1113600,1,1300500000,1,1331200000,0.21475513776143393,1447.5555555555557
2,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config2,1,0,0,0,1113600,1,1300500000,1,1600000000,0.20768607987297905,1523.5555555555557
3,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config3,1,0,0,0,1113600,1,1300500000,1,1866000000,0.19673755433824328,1506.5555555555557
4,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config4,1,0,0,0,1113600,1,140250000,1,1062400000,0.4890460703108046,1269.2222222222222
5,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config5,1,0,0,0,1113600,1,140250000,1,1331200000,0.4857368469238281,1404.6666666666667
6,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config6,1,0,0,0,1113600,1,140250000,1,1600000000,0.46884600321451825,1480.7777777777778
7,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config7,1,0,0,0,1113600,1,140250000,1,1866000000,0.4630291991763645,1480.7777777777778
8,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config8,1,0,0,0,1113600,1,497250000,1,1062400000,0.24379213651021323,770.3333333333334
9,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config9,1,0,0,0,1113600,1,497250000,1,1331200000,0.23771063486735025,905.7777777777778
10,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config10,1,0,0,0,1113600,1,497250000,1,1600000000,0.22142357296413845,837.8888888888889
11,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config11,1,0,0,0,1113600,1,497250000,1,1866000000,0.2144436306423611,854.7777777777778
12,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config12,1,0,0,0,1113600,1,943500000,1,1062400000,0.23350530200534397,939.3333333333334
13,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config13,1,0,0,0,1113600,1,943500000,1,1331200000,0.21755878130594888,947.8888888888889
14,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config14,1,0,0,0,1113600,1,943500000,1,1600000000,0.2041269408331977,1058.0
15,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config15,1,0,0,0,1113600,1,943500000,1,1866000000,0.19789547390407985,1006.7777777777778
16,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config16,1,0,0,0,1267200,1,1300500000,1,1062400000,0.20784831047058105,1473.111111111111
17,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config17,1,0,0,0,1267200,1,1300500000,1,1331200000,0.19072447882758248,1506.7777777777778
18,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config18,1,0,0,0,1267200,1,1300500000,1,1600000000,0.18476459715101454,1599.6666666666667
19,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config19,1,0,0,0,1267200,1,1300500000,1,1866000000,0.17609177695380318,1582.4444444444443
20,inceptionv3,ILSVRC2017_test_00002118.JPEG,200x200,TX2,Config20,1,0,0,0,1267200,1,140250000,1,1062400000,0.4772760073343913,1447.0
