,Error,Energy,Iteration,Cost,Method,Architecture
0,0.152227398064453,0.455136200861063,97,6.8,PAL,LeNet
1,0.160438468587716,0.38922866454753996,98,6.8,PAL,LeNet
2,0.170893517990965,0.309580332354243,64,6.8,PAL,LeNet
3,0.172714539774456,0.295759063292158,21,6.8,PAL,LeNet
4,0.174013138361886,0.285116484931397,86,6.8,PAL,LeNet
5,0.175075373490985,0.277491650907335,154,6.8,PAL,LeNet
6,0.176962824467598,0.271194624391422,26,6.8,PAL,LeNet
7,0.180046220049782,0.26047157284834804,23,6.8,PAL,LeNet
8,0.18152000000000001,0.18402204965195398,28,6.8,PAL,LeNet
9,0.18942229354593698,0.17776525972719603,33,6.8,PAL,LeNet
10,0.190732298690966,0.16704220818412197,16,6.8,PAL,LeNet
11,0.22754416616195197,0.16096648291956697,85,6.8,PAL,LeNet
12,0.24424760451897098,0.159377137568905,84,6.8,PAL,LeNet
13,0.4336934136675253,0.4982449404481195,190,6.8,PAL,LeNet
14,0.509500974689606,0.4614180948103974,110,6.8,PAL,LeNet
15,0.3630384024078006,0.5071598282774443,165,6.8,PAL,LeNet
16,0.34116497157768305,0.35787967274435384,61,6.8,PAL,LeNet
17,0.4453144738262954,0.34663153913902867,161,6.8,PAL,LeNet
18,0.3344522826552565,0.36436428868925463,176,6.8,PAL,LeNet
19,0.288845106522322,0.4997861520874417,8,6.8,PAL,LeNet
20,0.406205419060865,0.519617416718613,185,6.8,PAL,LeNet
21,0.39428087643172827,0.18534363091956824,32,6.8,PAL,LeNet
22,0.4680941453372723,0.26547068191000234,145,6.8,PAL,LeNet
23,0.29783702473507145,0.18760976056909848,100,6.8,PAL,LeNet
24,0.21017655663506302,0.5725812771874803,5,6.8,PAL,LeNet
25,0.20216796512293325,0.5659791047603637,22,6.8,PAL,LeNet
26,0.27573217172854925,0.570480214351413,187,6.8,PAL,LeNet
27,0.48303556665803765,0.24497913396351684,186,6.8,PAL,LeNet
28,0.5048051201180159,0.2191252772693538,116,6.8,PAL,LeNet
29,0.4165717036042327,0.19990922960155375,58,6.8,PAL,LeNet
30,0.2641078634725358,0.5856430589402074,29,6.8,PAL,LeNet
31,0.4359652403006918,0.5323577913419846,76,6.8,PAL,LeNet
32,0.2573896885997159,0.4504721778266352,180,6.8,PAL,LeNet
33,0.4240533610810807,0.24339969572987552,96,6.8,PAL,LeNet
34,0.1976305121939633,0.38228383844635766,163,6.8,PAL,LeNet
35,0.161255258434406,0.5194324313313966,63,6.8,PAL,LeNet
36,0.3393559972562541,0.48049755049644816,106,6.8,PAL,LeNet
37,0.26239631365739086,0.1860526446485682,135,6.8,PAL,LeNet
38,0.5412526542877478,0.16086148013940962,184,6.8,PAL,LeNet
39,0.2012883135059843,0.41033745362457597,45,6.8,PAL,LeNet
40,0.4826098202044178,0.39525121403212515,139,6.8,PAL,LeNet
41,0.20371488623161216,0.5995771498765585,37,6.8,PAL,LeNet
42,0.4332030440326059,0.4737901592030861,123,6.8,PAL,LeNet
43,0.2981744114418874,0.4087546264061661,1,6.8,PAL,LeNet
44,0.5179137201672925,0.5879146060630737,55,6.8,PAL,LeNet
45,0.527670493228797,0.47448743570409513,198,6.8,PAL,LeNet
46,0.3940569691941471,0.5201805404183562,183,6.8,PAL,LeNet
47,0.4402020101813231,0.43373866083005586,158,6.8,PAL,LeNet
48,0.27600761655510037,0.320538131661116,115,6.8,PAL,LeNet
49,0.4562152080212413,0.27232054899356656,131,6.8,PAL,LeNet
50,0.29707542520542085,0.560236368688252,81,6.8,PAL,LeNet
51,0.1942914446692426,0.5852605513170127,3,6.8,PAL,LeNet
52,0.46823506828659023,0.41869947688176545,4,6.8,PAL,LeNet
53,0.5586953484759893,0.38489676570434483,49,6.8,PAL,LeNet
54,0.28366257175122983,0.3410424492679599,14,6.8,PAL,LeNet
55,0.32370050519764404,0.2266311503919871,133,6.8,PAL,LeNet
56,0.19971783893003872,0.44219859614969403,192,6.8,PAL,LeNet
57,0.26631789173353915,0.5704571944610614,80,6.8,PAL,LeNet
58,0.17677299109534525,0.5839176846986687,50,6.8,PAL,LeNet
59,0.37830050939593335,0.4443591872969108,136,6.8,PAL,LeNet
60,0.5245435409636715,0.1954955429346353,127,6.8,PAL,LeNet
61,0.296401785129461,0.5374550934664959,56,6.8,PAL,LeNet
62,0.5157746485981582,0.5098996746892718,197,6.8,PAL,LeNet
63,0.52102506385563,0.27269231307806835,35,6.8,PAL,LeNet
64,0.27090205664036004,0.39393759980851123,181,6.8,PAL,LeNet
65,0.25606137686255503,0.1980589339814396,112,6.8,PAL,LeNet
66,0.35504573905772774,0.5814166014781118,160,6.8,PAL,LeNet
67,0.3588359634716584,0.29646930232206864,194,6.8,PAL,LeNet
68,0.47484998320103977,0.21873726459285955,103,6.8,PAL,LeNet
69,0.31445484507146965,0.29453739737087853,125,6.8,PAL,LeNet
